Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
2 hours,NA,"Building startups successfully requires getting a lot of elements right! ''Startup/Investor Open Coffee'' event series is the space and opportunity to address the most important elements, structures, and keys to building a startup successfully. Come, join our buzzing community of entrepreneurs, investors, mentors, and advisors! Each of our sessions follows a free structure, and every time we tailor the conversations based on the needs of the attendees. Usually, every attendee introduces themselves, shares the challenges they face, speaks about their startup's needs, and everyone exchanges experiences, contacts, and learnings, creating new solutions. This is a community of like-minded entrepreneurs, who believe in helping each other succeed, and use this network as a mutual support and growth system. Warning: Meaningful conversations about startup life is a common thing to happen here ;). We usually also have investors and mentors in the events. So you may have a chance to connect with your future partners. About the organizer: SIA - Startup Investor Accelerator.Startup Investor Accelerator is a program for both startups and investors. For startups, it is an investment competition, where early-stage scalable startups receive an investment of 100-200K.For investors, SIA is a ""Learning-by-doing"" program, where participating new and experienced investors exercise and learn the ropes of Angel investing.",0,0,USD,Startup Investor Accelerator,https://schema.org/EventScheduled,2024-03-12T09:30:00Z,2024-03-12T11:30:00Z,"Startup/ Investor Open Coffee. Let's talk Startups, Growth and Investing!","Join ""Startup/Investor Open Coffee"": where entrepreneurs, investors, and mentors connect, share insights, and build successful ventures!",https://www.eventbrite.com/e/startup-investor-open-coffee-lets-talk-startups-growth-and-investing-tickets-802923163797,barcelona,NA
1 hora,NA,"🧘‍♂️ Te invitamos a descubrir cómo la meditacion puede convertirse en una herramienta potente para tu crecimiento y desarrollo personal. ¡A cambiar tu vida! 
 🪷 Sangha Activa es una comunidad budista que desde 2012 ofrece el programa de meditación GIM (Grupo-Investigación-Meditación) como aplicación de la meditación a la vida cotidiana y secular. Toda la potencialidad de la meditación budista aplicada a tu día a día. 
 💫 Nuestro método ha ayudado más de mil de alumnos a convertirse en meditarodes independientes y constantes, y a dar un salto cualitativo en su vida y relaciones personales. 
 👉 En esta actividad te descubriremos qué es y qué no es la meditación, aprenderás conceptos básicos, y tendrás tu experiencia meditativa.  👉 ¿﻿Ya has tenido experiéncia con la meditación pero quieres conocer nuestro programa GIM? ¡Este taller también es para tí!",0,0,EUR,Sangha Activa,https://schema.org/EventScheduled,2024-03-12T17:00:00Z,2024-03-12T18:00:00Z,¿Qué es meditar? Descubre cómo la meditación puede transformar tu vida,Descubre tu mente: Únete ahora a nuestro taller gratuito de meditación y transforma tu vida. ¡Inscríbete ya!,https://www.eventbrite.es/e/entradas-que-es-meditar-descubre-como-la-meditacion-puede-transformar-tu-vida-848494769697,barcelona,NA
1 hora 30 minutos,NA,NA,0,0,EUR,Los Otros,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T20:30:00Z,Los Otros Open Mic,"Ríete antes que nadie de los nuevos monólogos de comedia en pleno Eixample. Diversión, risas, posibles lágrimas y fracasos taquilla inversa",https://www.eventbrite.es/e/entradas-los-otros-open-mic-857175744727,barcelona,NA
1 hora 30 minutos,NA,NA,0,0,EUR,Expanish Spanish School Barcelona,https://schema.org/EventScheduled,2024-03-12T15:30:00Z,2024-03-12T17:00:00Z,Crema catalana Tasting,"Uno de los postres más típicos de la gastronomía local es la crema catalana, parecida a la crème brulée. Te invitamos a una merienda!",https://www.eventbrite.com.ar/e/entradas-crema-catalana-tasting-853049533117,barcelona,NA
2 hours 30 minutes,NA,"Tapa Talks is an interactive workshop about amazing new tools, practices and possibilities that could help us achieve a sustainable future 🌍 ❤️ Building a like-minded community, we focus on positive thinking and cooperation. The venue provides delicious tapas and drinks! At Tapa Talks, we're not just talking; we're taking action for a greener future! REGISTRATION FORM🌍 ❤️ This month's Tapa Talk delves into the relationship between sustainability and the business world. We have two speakers, each discussing how they experience this interaction in their own specific field.AGENDA:19:00-19:30 Registration, networking and drinks/tapas at the bar19:30-19:35 Welcome from ESAlogika19:35-19:55 Speaker: Laurie from Naked Innovations, Q&A19:55-20:15 Interactive QuizBreak20:30-20:50 Speaker: Jose from Volte, Q&A20:50-21:10 Interactive Activity 221:10-21:30 Closing remarks, free networking IMPORTANT: Sign up using our REGISTRATION FORM otherwise your spot is not guaranteed. We will close registration when we reach full capacity. If you already registered but can't attend, please inform us via email (env.soc.association.bcn@gmail.com) so we can add people from the waiting list. Thank you for being considerate 😊 This event is for collaborative and educational purposes and does not cost anything to participate. We accept and highly appreciate donations on a voluntary basis, which gives us a budget to continue developing such inclusive events, open to all. There are drinks and tapas available at the bar to buy, which helps us to keep the venue free of charge. Click to REGISTER here. This event is hosted by ESA logika.ESA logika is an Environmental Social Association of Barcelona - a community-rooted organisation that creates collaborative events to promote a sustainable future for the city. Email us if you want to get involved and support our mission atenv.soc.association.bcn@gmail.com",0,0,USD,ESAlogika,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T20:30:00Z,TAPA TALKS. Business for Impact: From Food Production to Digital Solutions,"Tapa Talks is an interactive workshop about amazing new tools, practices and possibilities that could help us achieve a sustainable future",https://www.eventbrite.com/e/tapa-talks-business-for-impact-from-food-production-to-digital-solutions-tickets-854240545467,barcelona,NA
NA,NA,"Every Tuesday and Thursday Party@the best beach night club Before we are going to the club, we can meet at a cool bar at barceloneta *﻿VERY IMPORTANT* Please send me message to confirm your reservation Whatsapp +819034360634 https://wa.me/819034360634?text= Join to our Whatsapp Group for our activity https://chat.whatsapp.com/HJRdVR0LraE2TtcutwjaqN G﻿ood Music and Great Drink M﻿EETING POINT T﻿he Mood Barcelona(C/ de Ramon Trias Fargas, 2, 08005 Barcelona) at 23:00 F﻿REE WELCOME SHOT FOR EVERYONE (JUST SAY LISTA KAZU AT ENTRANCE) https://www.instagram.com/themoodbarcelona/ S﻿ECOND BAR The Room Barcelona(Carrer de la Marina, 19, 08005 Barcelona) at midnight F﻿REE WELCOME SHOT FOR EVERYONE (JUST SAY LISTA KAZU AT ENTRANCE) http://en-us.theroom.es/ THE NIGHT CLUB(DEPEND ON THE NIGHT) O﻿ne of the best night club@Barceloneta (﻿GUEST LIST KAZU 10€ 1DRINK TILL 01:30) *﻿VERY IMPORTANT* Please send me message to confirm your reservation Whatsapp +34665605282 / +819034360634 https://wa.me/819034360634?text= JOIN OUR WHATSAPP GROUP FOR FREE PARTY INFO https://chat.whatsapp.com/I9WhcV2FB0IHY8zNZbCEeI Hope to see you all",0,0,EUR,Partybcn,https://schema.org/EventScheduled,2024-03-11T22:00:00Z,2024-03-12T04:00:00Z,Weekdays BAR CRAWL / Party@The Best beach night club,"Every Tuesday and Thursday Party@the best beach night club
FREE BAR CRAWL AND PARTY@PACHA BARCELONA(10€ 1 DRINK TILL 01:30)",https://www.eventbrite.es/e/entradas-weekdays-bar-crawl-partythe-best-beach-night-club-819494398807,barcelona,Sold out
1 hora,NA,"Únete a nosotros en LinQ Diputació, para un taller iluminador diseñado para empoderarte con el conocimiento para aprovechar la inteligencia innata de tu cuerpo para la auto-regeneración y la salud óptima. Descubre el papel crítico de la postura en tu bienestar general y aprende cómo la atención quiropráctica puede desbloquear las capacidades de curación natural de tu cuerpo. Este taller es ideal para cualquier persona interesada en mejorar su salud a través de enfoques naturales y holísticos. Ya sea que estés lidiando con dolor crónico, buscando mejorar tu rendimiento físico o simplemente interesado en llevar una vida más saludable, encontrarás lecciones valiosas aquí.",0,0,EUR,Juho Ohtonen,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:00:00Z,Desbloquea tu potencial: Postura y salud con quiropráctica,Descubre cómo desbloquear tu salud con LinQ Diputació: Postura y bienestar a través de la quiropráctica. Mejora tu vida hoy.,https://www.eventbrite.com/e/entradas-desbloquea-tu-potencial-postura-y-salud-con-quiropractica-850901578527,barcelona,NA
3 horas,NA,NA,0,0,EUR,Centre Cívic Sagrada Família,https://schema.org/EventScheduled,2024-03-12T16:30:00Z,2024-03-12T19:30:00Z,LA PREVENCIÓ DE LES RELACIONS ABUSIVES,"artint de la idea que «no es pot prevenir allò que no es coneix», el taller pretén donar eines per a la prevenció i la detecció de l’abús se",https://www.eventbrite.es/e/entradas-la-prevencio-de-les-relacions-abusives-804906235217,barcelona,NA
1 hora,NA,"El Museu Terra produeix la primera exposició per a la Sala Barcelona, la nova sala d’exposicions temporals del Museu ubicada a la seu de la Fundació Carulla. Amb el títol Peus a terra, la mostra pretén despertar la reflexió i el debat sobre quin vincle tenim avui amb la terra. Una mostra que busca impulsar una transformació real cap a una vida més sostenible fomentant la reconnexió amb la TERRA com a sòl que ens alimenta, com a paisatge cultural del que en formem part i com a planeta que habitem i que ens obliga a encarar els reptes de futur des de noves perspectives. Visita comentada a l'exposició. Durada aproximada: 50'. Entrada gratuïta. La visita es realitzarà en català.",0,0,EUR,Museu Terra,https://schema.org/EventScheduled,2024-03-12T17:00:00Z,2024-03-12T18:00:00Z,"Visita comentada a l'exposició ""Peus a terra"" 12/03/24  - 18.00 h","Vine a descobrir tots els detalls de l'exposició ""Peus a terra"", la primera exposició a la Sala Barcelona del Museu Terra.",https://www.eventbrite.es/e/entradas-visita-comentada-a-lexposicio-peus-a-terra-120324-1800-h-858151292617,barcelona,NA
1 hour 30 minutes,NA,"¡Hola, soy Josep Domenech! Seguro que más de una vez se te pasó por la cabeza cantar en un coro y quizás el pánico escénico, el sentido del ridículo o la falta de decisión te han frenado; o tal vez ya hace mucho tiempo que cantas. Como director del coro Góspel Barcelona ¡te invito a experimentar y unirte a nuestro coro de Gospel singing choir! Somos un grupo de unas 20 personas que ensayamos todos los martes de 20 a 21:30h, en la calle Villarroel, 99. Muchos de ellos empezaron de cero y ahora ¡da gusto oírlos cantar! El ensayo está enfocado a todos los públicos, así que no te preocupes si hace tiempo que cantas o no lo has hecho jamás ¡Es mucho más sencillo de lo que imaginas! ¿Te apetece que te cuente cómo son nuestros ensayos? Empezamos con un masaje y clapping para relajar la musculatura y prepararnos para cantar. A continuación, calentamos con ejercicios de técnica vocal con los que cada semana podrás comprobar tus progresos y descubrir como la voz aprende a salir hacia fuera. El repertorio a cantar empieza siempre con temas nuevos y termina con canciones que ya conocemos, porque ¡nos gusta pasarlo bien! Y antes de que te vayas ¡te dedicaremos una canción! Y si además quieres conocer gente y hacer amigos, cuando acabe el ensayo puedes venirte a tomar algo con nosotros ¡Serás muy bienvenid@! El primer ensayo es GRATUITO y luego eliges que es lo que más te conviene: apuntarte un día a la semana, quizás dos, o incluso tres días! ¡Si te apetece acompañarnos, escríbeme! Te contaré todos los detalles y haremos una pequeña prueba de voz para encontrar tu lugar en el coro. Y si tienes curiosidad por ver quiénes somos, visita nuestra web ¡Así nos conocemos mejor! También puedes ver nuestras actuaciones a través de este enlace y ¡si te hemos robado el corazón! solo te queda unirte a nuestro grupo de whatsApp o escríbeme al 652116550 https://chat.whatsapp.com/HQQWFIhHTbUCDZQzDhmqth Be chorus, my friend ¡Te esperamos! Precio de los ensayos: 45€ al mes un ensayo a la semana Hello, I'm Josep Domenech! I'm sure that more than once you've thought about singing in a choir and perhaps stage fright, a sense of ridicule or lack of determination have held you back or maybe you have been singing for a while. As the director of the Barcelona Gospel Choir, I invite you to experiment and join our fun singing choir boleros and rock! We are a group of about 20 people who rehearse every tuesday from 20 to 21:30 h at 99 Villarroel Street. Many of them started from zero, and now it's great to hear them sing! The rehearsal is for everyone, so don't worry if you haven't sung for a long time or have sung for a long time. It's much easier than you think! Would you like me to tell you what our rehearsals are like? We start with a massage and clapping to relax the muscles and get ready to sing. Then we warm up with vocal technique exercises which you can use every week to check your progress and discover how your voice flows. The repertoire to sing always starts with new songs and ends with others we already know, because we like to have fun! And before you leave, we'll dedicate a song to you! And if you also want to meet people and make friends, when the rehearsal is over you can come and have a drink with us. You will be very welcome! The first rehearsal is FREE and then you can choose what suits you best: sign up for one day a week, maybe two, or even three days! If you feel like joining us, write to me! I'll tell you all the details and we'll do a little voice test to find your place in the choir. And if you're curious to see who we are, visit our website so we can get to know each other better! You can also see our performances through this link and if we have stolen your heart! you only have to join our WhatsApp group or write me 652116550 Be chorus, my friend We are waiting for you! Rehearsal fees: 45€ per month once a week https://chat.whatsapp.com/HQQWFIhHTbUCDZQzDhmqth",0,0,USD,Josep,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T20:30:00Z,Gospel martes tarde  primera clase gratis,"Cantar en el Coro GospelBarcelona.
Join the choir  GospelBarcelona",https://www.eventbrite.es/e/gospel-martes-tarde-primera-clase-gratis-tickets-858057461967,barcelona,NA
NA,NA,La Quiropráctica y el Rendimiento Humano Te invitamos a nuestro taller gratuito donde aprenderás cómo la quiropráctica influye positivamente en el rendimiento y desempeño de tu cuerpo. No te quedes sin venir.  ¡Te esperamos!,0,0,EUR,Puravida Quiropráctica,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T18:30:00Z,Cita Informativa - Descubre la Quiropráctica,Descubre cómo la quiropráctica influye positivamente en el rendimiento y desempeño de tu cuerpo.,https://www.eventbrite.es/e/entradas-cita-informativa-descubre-la-quiropractica-537782872047,barcelona,Sold out
NA,NA,"Gran oportunidad para conocer este arte de la salud milenaria que se volverá una valiosa herramienta en tu día a día. Un método fácil para fortalecer tu salud y prevenir enfermedades, reducir el estrés, regular la presión arterial, fortalecer las articulaciones y crear tu estado energético y anímico. Practicaremos los aspectos básicos del Qi Gong a través de la respiración, ejercicios dinámicos, movimientos sincronizados, auto masaje y mindfulness en movimiento.",0,0,USD,"Manel más de 30 años practicando yoga, chikung y meditación.",https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:00:00Z,"Chi Kung parque Joan Miró Barcelona, tradicional, libre y creativo","Activa tu energía cital, fortalece tu salud, armoniza cuerpo - mente",https://www.eventbrite.com/e/entradas-chi-kung-parque-joan-miro-barcelona-tradicional-libre-y-creativo-800037723367,barcelona,Sold out
NA,NA,"Come join us at El Sabor Cubano for a fun and enjoyable evening with international people. Are you ready to show us your dance moves? ---------------------------------------------------------------------------------------------------- 🤳🏻Say you come from ""MARIONA"" (that's me!!☺️) and show your e-ticket to the event organizer at the door 🚨Join our whatsapp group ERASMUS FRIENDS BARCELONA: https://chat.whatsapp.com/G2vANeB9TeNEmI51iwEIHw We also organize group HIIT workouts🏋🏻, Pool🎱, darts🎯 & beerpong🍻, excursions and getaways✈️, brunches 🥘, parties🎉... and many more 💬Contact the event organizer if you want us to organize a private activity / event for you (& your friends)",0,0,EUR,Mariona Planella,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-13T02:30:00Z,TUESDAY SALSA & BACHATA FREE CLASSES & MOJITOS,Join us for a different evening at EL SABOR CUBANO. Learn how to dance bachata & salsa with other international people,https://www.eventbrite.es/e/entradas-tuesday-salsa-bachata-free-classes-mojitos-485342852537,barcelona,Sold out
NA,NA,"Every week, we play street football on a paved pitch in the center of Barcelona. Anyone can sign-up for a session, as long as the we are not full for the evening. You can come every week, or you can join just now and then. However, we recommend to come more often to get to know the different players, and improve your own play! At the moment, we play in Raval, at the pitch of the Ajuntament de Barcelona. You can find the Google Maps location here. Once you arrive, Vincent and/or Carlos will be there to receive you and tell you where we play exactly.  Anyone who likes football! However, please note that street football can be quite intense and also quite tiring. Of course, if you get tired or you want a break, that's totally fine. We are there to have fun and to build a community of football enthusiasts, nothing else! You will need some sport shoes, ideally that have some grip for the concrete field. Apart from that, any clothes that you can move easily in would be sufficient. If you need, you can also bring some water and food. Please be aware of Iguality's policies and Code of Conduct which you can find over here. By participating, you acknowledge and understand our policies. -﻿--- T﻿his event is organised by Iguality, a registered nonprofit organisation in Barcelona.  The event is made in collaboration with Open Cultural Center and its MigraCode program. More information about OCC can be found at https://www.openculturalcenter.org.",0,0,USD,Iguality,https://schema.org/EventScheduled,2024-03-12T18:15:00Z,2024-03-12T19:30:00Z,Iguality Street Football,Join us for our weekly (cost-free) street football training and match! Anyone can join in our effort to bring diverse communities together.,https://www.eventbrite.es/e/iguality-street-football-tickets-510110202347,barcelona,Sold out
NA,NA,"Uranus Comedy is a weekly stand up comedy show in English. Your regular host Andy Casper presents four experienced comedians over the course of an hour and a half with a break in the middle.  The comedians are either the best that the exciting Barcelona scene has to offer or professionals from overseas who are passing through the city.  In the past our stage has been graced by Netflix's Michelle Wolf, America's Got Talent's Preacher Lawson, and Amazon Prime Video's Sam Rhodes. The bar Space Cowboy is nestled in the heart of El Born, one of Barcelona's most vibrant neighbourhoods.  It's space themed murals and ''out there'' interior design provide a unique context for the show.  Space Cowboy's cocktails are excellent, the chicken wings are delicious, and the bar staff are always welcoming. The show operates on a ''pay what you can'' system.  This means that at the end of the show the host asks you to pay what you think the show is worth.  Typically this is between 7 and 12 euros (equivalent to a night out at the cinema).  A card reader is always on hand so do not worry if you do not have cash. People with reservations will have priority in entry so please reserve in advance to guarantee your space.  There is a limited capacity.",0,0,EUR,Andy Casper,https://schema.org/EventScheduled,2024-03-12T19:30:00Z,2024-03-12T21:30:00Z,Uranus Comedy,"Every Tuesday at Space Cowboy come and relax, watch some comedy in English, eat chicken wings and have a cocktail.",https://www.eventbrite.es/e/uranus-comedy-tickets-791026199657,barcelona,Sold out
NA,NA,"Usually what we use were BB cream with ""moisturizer effect"", follow by the primer to set the base for foundation, then with the foundation, we end with bronzer to look darker or using a highlighter to look shining in beauty. But...  What if I told you that there is a ""BB foundation mist"" that has the BB cream + foundation together that repair and rejuvenates your skin while you are wearing makeup? Making you look younger and younger while you are on your makeup? Or wearing your makeup while you are swimming with water-proof protection against discolouring? Be the envy with the Co-creator with Celebrity Makeup Artist Yolanda Halston, who has been a makeup artist for 25 years and boasts a cult following of beauty bloggers, celebrities and women all over the world. She also the makeup artist of the movie ""Twilight"" that bring the shinning growing effect with ""NV shimmer mist"". The NV collection includes a primer, foundation, bronzer and shimmer that give you an enviable, professionally airbrushed finish in no time. Award-winning NV BB Perfecting Mist Foundation blurs skin imperfections and quickly delivers high-definition, photo-ready coverage. Register now for this NV makeup Master Class to learn the technique on applying your makeup within a few minutes with the professional look that's ready for photo shooting. Get your set of NV below before the class starts to learn and apply during the Master Class session. NV Perfecting Foundation Mist Click on Beauty > NV Scroll down until you find the perfect match. Choose the manufacturer > Brand > Shade that you are using at the moment. The example below will give you the perfect match to the current brand that you are using. Click view product and it will bring you to purchase site. Subscribe and get it under Monthly SmartDelivery to get it at the promotional price. In case if this is not what you want, within 30 days before your subscription date, you can unsubscribe with our support team and they will be happy to help you to remove the monthly purchase. Register to attend NV makeup Master Class Now!",0,0,GBP,RawElegant.Life,https://schema.org/EventScheduled,2024-03-12T18:30:00Z,2024-03-12T19:10:00Z,(7.30pm Session) Envy Yourself With Beauty Makeup MasterClass,"Have you ever tried a ""BB foundation mist"" before?",https://www.eventbrite.co.uk/e/730pm-session-envy-yourself-with-beauty-makeup-masterclass-tickets-125290907477,barcelona,Sold out
NA,NA,"THE BEST BEACH NIGHT CLUB PARTY Before we are going to the club, we can meet at a cool bar near to Pacha. Join to our Whatsapp Group for our activity https://chat.whatsapp.com/FjbYGZ6omMqFXJ6UUh3ON5 Meetupgroup https://www.meetup.com/night-out-barcelona/ Facebook Group https://www.facebook.com/groups/858119371823759/ Meeting Point F﻿irst Bar 📍 The Mood Barcelona(C/ de Ramon Trias Fargas, 2,)  https://www.instagram.com/themoodbarcelona/ Free welcome shot for everyone Second Bar 📍The Room (Carrer de la Marina, 19) at midnight The Room Barcelona +34 932 21 54 81 https://goo.gl/maps/PR59wo9GhCfei9PL6 Please be at the bar before 01:00 T﻿HE BEST BEACH CLUB G﻿UEST LIST FOR DISCOUNT PRICE Follow imstagram@partykazubcn https://www.instagram.com/partykazubcn/ VIP TABLE RESERVATION SERVICE You can book a VIP table with us without additional costs. There is no need to make any payment in advance for a table booking. You pay the bill directly in the club at the entrance. The VIP table price includes 1 bottle of liquor and 10 soft drinks (Coca-Cola, Sprite, Tonic & Red Bull). We will give you all the information you need without commitment and will book your VIP table at no additional cost. Contact us by WhatsApp at +34665605282 (send your request) https://wa.me/819034360634?text= *﻿VERY IMPORTANT* Please send message to confirm your reservation https://wa.me/819034360634?text= Whatsapp +819034360634 						+34665605282 Follow imstagram@partykazubcn https://www.instagram.com/partykazubcn/ Join to our Whatsapp Group for our activity https://chat.whatsapp.com/HJRdVR0LraE2TtcutwjaqN JOIN OUR WHATSAPP GROUP FOR FREE PARTY INFO https://chat.whatsapp.com/I9WhcV2FB0IHY8zNZbCEeI Hope to see you all🎉🕺💃🎉",0,0,EUR,Partybcn,https://schema.org/EventScheduled,2024-03-11T22:00:00Z,2024-03-12T04:00:00Z,THE BEST BEACH CLUB NIGHT OUT EXPERIENCE,"THE BEST BEACH NIGHT CLUB
FREE PUB CRAWL WITH WELCOME SHOT@EACH BAR",https://www.eventbrite.es/e/the-best-beach-club-night-out-experience-tickets-787606350797,barcelona,Sold out
NA,NA,"Girls Night! Come on Barbie, let's go party! Every Night we have a various club and option to make fun night!! Party never ended with us!! Free entrance guest list/ Free VIP/ Free Party(Table with Bottle)/ Free Dinner It depends on the night,The location has been changed. OPIUM BARCELONA/SHOKO BARCELONA/PACHA BARCELONASUTTON BARCELONA/ OCEAN BARCELONA/LA BIBLIO etc IG for more party infohttps://www.instagram.com/partykazubcn/",0,0,EUR,Partybcn,https://schema.org/EventScheduled,2024-03-11T22:55:00Z,2024-03-12T04:00:00Z,Girls Night Out Party(Invitacion IMAGEN),Girls Night! let's go party hard!! Free entrance guest list/ Free VIP/ Free Party(Table with Bottle)/ Free Dinner,https://www.eventbrite.es/e/entradas-girls-night-out-partyinvitacion-imagen-796066826307,barcelona,Sold out
NA,NA,"Hello! ╴Looking to meet fellow entrepreneurs in Barcelona? Join our Community (2000+ Active Members) This week we’re at Club 23. CLUB 23 BARCELONA ⎯ a private business club near Plaza Catalunya. NO LIMIT: You’re welcome to bring friends.PRICE: 7€ that includes a drink (beer, cava, or soft drink) **paid at the entrance, you can redeem at the bar. Our goal is to create a community of fellow entrepreneurs where: …and support each other. If you are building something or thinking about it, you are more than welcome to participate. Doesn't matter if it's a side project, a business, a startup, an e-commerce, etc. Join our Group Chat for more interactions with the community. Here's the link: https://t.me/+lZpM8W-vjIljYThk Don't be shy, come and say hi!",0,0,EUR,Nicolas G.,https://schema.org/EventScheduled,2024-03-12T18:30:00Z,2024-03-12T21:30:00Z,Barcelona Entrepreneurs • Tuesday Meetup [CLUB 23],"Designed to connect, inspire, and support entrepreneurs in their journey.",https://www.eventbrite.es/e/barcelona-entrepreneurs-tuesday-meetup-club-23-tickets-522206833697,barcelona,Sold out
NA,NA,"Gran oportunidad para conocer este arte de la salud milenaria que se volverá una valiosa herramienta en tu día a día. Un método fácil para fortalecer tu salud y prevenir enfermedades, reducir el estrés, regular la presión arterial, fortalecer las articulaciones y crear tu estado energético y anímico. Practicaremos los aspectos básicos del Qi Gong a través de la respiración, ejercicios dinámicos, movimientos sincronizados, auto masaje y mindfulness en movimiento.",0,0,USD,"Manel más de 30 años practicando yoga, chikung y meditación.",https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:00:00Z,"Copy of Chi Kung parque Joan Miró Barcelona, tradicional, libre y creativo","Activa tu energía cital, fortalece tu salud, armoniza cuerpo - mente",https://www.eventbrite.com/e/entradas-copy-of-chi-kung-parque-joan-miro-barcelona-tradicional-libre-y-creativo-773367070727,barcelona,Sold out
NA,NA,"www.barcelonainternationalsocial.com  WHATSAPP GROUP: https://bit.ly/3jLqd5j  TELEGRAM: https://t.me/barcelonainternational INSTAGRAM: @barcelonainternationalsocial FACEBOOK: https://www.facebook.com/barcelonainternationalsocial/ Hi! Would you like to enjoy a great time while practicing languages, meeting new people and having lots of fun?? We have the definitive best MULTICULTURAL event in Barcelona !!! This MONDAY we’ll meet at LA PECERA POOL (C/ de Calàbria 171) You can enjoy your time playing with BOARD GAMES, POOL and DARTS!!🎲🎯🎱(you can bring your own games if you want to!) There's TERRACE too and multiple options to drink and eat!😋 Darts tournament 🎯: We will organize in teams and participate in a darts tournament. The winner will get free dinner! Offers only for our group: SANGRIA & CAVA SANGRIA You can enter by list from 12:00 pm until 1 am at CITY HALL (FREE) 😃🎉😃 Gueslist: FRIENDS LIST **With your assistance you consent to give us your image rights only to use them for promotional networking. —————————————————————— Hola! ¿Te gustaría disfrutar de un buen rato mientras practicas idiomas, conoces a gente nueva y te diviertes?? No os lo penséis! nos vemos este LUNES en LA PECERA POOL!! (Carrer de Calabria, 171). Puedes disfrutar de JUEGOS DE MESA, BILLAR y DARDOS!!🎲🎱🎯(puedes traerte tus propios juegos si quieres!) El bar dispone de TERRAZA y múltiples opciones de comida y bebida!😋 Torneo de dardos 🎯: Nos organizaremos en equipos y participaremos en un torneo de dardos. ¡El ganador recibirá una cena gratis! OFERTAS de SANGRIA & CAVA SANGRIA solo para nuestro grupo 🙂🙂🙂 Podemos entrar por lista en CITY HALL desde las 24:00h hasta la 2:00h 😃🎉😃 Lista: FRIENDS LIST Our events are free of charge. Nuestros eventos son gratuitos. **Con la asistencia a nuestros eventos consientes en la cesión de tus derechos de imagen para nuestro uso promocional en redes sociales. MORE INFO: https://www.barcelonainternationalsocial.com",0,0,EUR,Barcelona international Social,https://schema.org/EventScheduled,2024-03-11T18:00:00Z,2024-03-12T05:00:00Z,LANGUAGE EXCHANGE & BOARD GAMES  + POOL & DARTS,Meet local & International people,https://www.eventbrite.es/e/entradas-language-exchange-board-games-pool-darts-750123498577,barcelona,Sold out
NA,NA,"We can DANCE SALSA-BACHATA FREE lessons (optional) WHATSAPP GROUP: https://bit.ly/3jLqd5j www barcelonainternationalsocial.com Finally we have the definitive event for everyone, a SALSA-BACHATA ALL LEVELS FREE event with a professional TEACHER 😃🎉😃 Where we can socialize, practice languages ​​and dance (optional). You only pay for your drink In the best place EL SABOR CUBANO de GRACIA (Carrer Francisco Giner, 32 Barcelona) with years of experience and an international environment enjoy the AUTHENTIC CUBAN MOJITOS 😃🎉😃 Come and enjoy this unique experience You can enter by list from 24:00h pm until 1:00 am at JAMBOREE (FREE)😃🎉😃 Por fin tenemos el evento definitivo que tod@s, un evento de SALSA-BACHATA FREE para TODOS LOS NIVELES 😃🎉😃 Con un dinamizador PROFESIONAL, donde podemos sociabilizar, practicar idiomas y bailar (opcional). Solo se paga tu consumicion En el mejor lugar EL SABOR CUBANO DE GRACIA (Carrer Francisco Giner 32 Barcelona) Con años de experiencia y un ambiente internacional Disfruta de los MOJITOS CUBANOS Ven y disfruta de esta experiencia unica Podeis entrar a la disco JAMBOREE (FREE) desde las 24:00h a 1am",0,0,EUR,Barcelona international Social,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-13T05:00:00Z,SALSA-BACHATA (ALL LEVELS)  JAMBOREE (FREE),SALSA-BACHATA (ALL LEVELS),https://www.eventbrite.es/e/entradas-salsa-bachata-all-levels-jamboree-free-751652983307,barcelona,Sold out
